Model: 1, iterations: 500, learning_rate: 0.01, depth: 4, l2_leaf_reg: 4, train_mae: 21.646984924623116, val_mae: 17.57857142857143
Model: 98, iterations: 2500, learning_rate: 0.05, depth: 9, l2_leaf_reg: 5, train_mae: 9.350502512562814, val_mae: 39.81428571428572
Model: 98, iterations: 2500, learning_rate: 0.05, depth: 9, l2_leaf_reg: 5, train_mae: 5.53643216080402, val_mae: 47.97142857142857
Model: 99, iterations: 2500, learning_rate: 0.05, depth: 9, l2_leaf_reg: 7, train_mae: 5.64321608040201, val_mae: 20.585714285714285
Model: 99, iterations: 2500, learning_rate: 0.05, depth: 9, l2_leaf_reg: 7, train_mae: 7.199748743718593, val_mae: 10.942857142857143
Model: 99, iterations: 2500, learning_rate: 0.05, depth: 9, l2_leaf_reg: 7, train_mae: 7.978643216080402, val_mae: 13.057142857142857
Model: 99, iterations: 2500, learning_rate: 0.05, depth: 9, l2_leaf_reg: 7, train_mae: 5.477386934673367, val_mae: 33.785714285714285
Model: 99, iterations: 2500, learning_rate: 0.05, depth: 9, l2_leaf_reg: 7, train_mae: 10.241206030150753, val_mae: 39.92142857142857
Model: 99, iterations: 2500, learning_rate: 0.05, depth: 9, l2_leaf_reg: 7, train_mae: 5.6457286432160805, val_mae: 59.40714285714286
Model: 100, iterations: 2500, learning_rate: 0.1, depth: 4, l2_leaf_reg: 4, train_mae: 9.615577889447236, val_mae: 21.3
Model: 100, iterations: 2500, learning_rate: 0.1, depth: 4, l2_leaf_reg: 4, train_mae: 8.596733668341708, val_mae: 8.207142857142857
Model: 100, iterations: 2500, learning_rate: 0.1, depth: 4, l2_leaf_reg: 4, train_mae: 8.979899497487438, val_mae: 16.478571428571428
Model: 100, iterations: 2500, learning_rate: 0.1, depth: 4, l2_leaf_reg: 4, train_mae: 6.153266331658291, val_mae: 33.114285714285714
Model: 100, iterations: 2500, learning_rate: 0.1, depth: 4, l2_leaf_reg: 4, train_mae: 16.60678391959799, val_mae: 45.17142857142857
Model: 100, iterations: 2500, learning_rate: 0.1, depth: 4, l2_leaf_reg: 4, train_mae: 9.845477386934673, val_mae: 45.628571428571426
Model: 101, iterations: 2500, learning_rate: 0.1, depth: 4, l2_leaf_reg: 5, train_mae: 10.270100502512562, val_mae: 23.785714285714285
Model: 101, iterations: 2500, learning_rate: 0.1, depth: 4, l2_leaf_reg: 5, train_mae: 9.883165829145728, val_mae: 7.621428571428571
Model: 101, iterations: 2500, learning_rate: 0.1, depth: 4, l2_leaf_reg: 5, train_mae: 9.163316582914574, val_mae: 13.071428571428571
Model: 101, iterations: 2500, learning_rate: 0.1, depth: 4, l2_leaf_reg: 5, train_mae: 6.035175879396985, val_mae: 32.23571428571429
Model: 101, iterations: 2500, learning_rate: 0.1, depth: 4, l2_leaf_reg: 5, train_mae: 11.89824120603015, val_mae: 52.48571428571429
Model: 101, iterations: 2500, learning_rate: 0.1, depth: 4, l2_leaf_reg: 5, train_mae: 11.06281407035176, val_mae: 55.72142857142857
Model: 102, iterations: 2500, learning_rate: 0.1, depth: 4, l2_leaf_reg: 7, train_mae: 8.384422110552764, val_mae: 21.957142857142856
Model: 102, iterations: 2500, learning_rate: 0.1, depth: 4, l2_leaf_reg: 7, train_mae: 8.275125628140703, val_mae: 8.292857142857143
Model: 102, iterations: 2500, learning_rate: 0.1, depth: 4, l2_leaf_reg: 7, train_mae: 7.8291457286432165, val_mae: 13.992857142857142
Model: 102, iterations: 2500, learning_rate: 0.1, depth: 4, l2_leaf_reg: 7, train_mae: 6.918341708542713, val_mae: 33.73571428571429
Model: 102, iterations: 2500, learning_rate: 0.1, depth: 4, l2_leaf_reg: 7, train_mae: 12.043969849246231, val_mae: 60.42857142857143
Model: 102, iterations: 2500, learning_rate: 0.1, depth: 4, l2_leaf_reg: 7, train_mae: 9.699748743718592, val_mae: 55.128571428571426
Model: 103, iterations: 2500, learning_rate: 0.1, depth: 7, l2_leaf_reg: 4, train_mae: 5.28140703517588, val_mae: 26.785714285714285
Model: 103, iterations: 2500, learning_rate: 0.1, depth: 7, l2_leaf_reg: 4, train_mae: 8.096733668341708, val_mae: 16.207142857142856
Model: 103, iterations: 2500, learning_rate: 0.1, depth: 7, l2_leaf_reg: 4, train_mae: 6.025125628140704, val_mae: 11.592857142857143
Model: 103, iterations: 2500, learning_rate: 0.1, depth: 7, l2_leaf_reg: 4, train_mae: 5.325376884422111, val_mae: 33.135714285714286
Model: 103, iterations: 2500, learning_rate: 0.1, depth: 7, l2_leaf_reg: 4, train_mae: 8.879396984924623, val_mae: 39.642857142857146
Model: 103, iterations: 2500, learning_rate: 0.1, depth: 7, l2_leaf_reg: 4, train_mae: 5.96356783919598, val_mae: 59.05
Model: 104, iterations: 2500, learning_rate: 0.1, depth: 7, l2_leaf_reg: 5, train_mae: 5.344221105527638, val_mae: 22.12857142857143
Model: 104, iterations: 2500, learning_rate: 0.1, depth: 7, l2_leaf_reg: 5, train_mae: 7.491206030150754, val_mae: 10.25
Model: 104, iterations: 2500, learning_rate: 0.1, depth: 7, l2_leaf_reg: 5, train_mae: 6.209798994974874, val_mae: 14.357142857142858
Model: 104, iterations: 2500, learning_rate: 0.1, depth: 7, l2_leaf_reg: 5, train_mae: 5.410804020100502, val_mae: 30.59285714285714
Model: 104, iterations: 2500, learning_rate: 0.1, depth: 7, l2_leaf_reg: 5, train_mae: 8.924623115577889, val_mae: 41.75714285714286
Model: 104, iterations: 2500, learning_rate: 0.1, depth: 7, l2_leaf_reg: 5, train_mae: 5.630653266331659, val_mae: 55.74285714285714
Model: 105, iterations: 2500, learning_rate: 0.1, depth: 7, l2_leaf_reg: 7, train_mae: 5.474874371859296, val_mae: 23.385714285714286
Model: 105, iterations: 2500, learning_rate: 0.1, depth: 7, l2_leaf_reg: 7, train_mae: 6.74748743718593, val_mae: 8.478571428571428
Model: 105, iterations: 2500, learning_rate: 0.1, depth: 7, l2_leaf_reg: 7, train_mae: 6.788944723618091, val_mae: 17.178571428571427
Model: 105, iterations: 2500, learning_rate: 0.1, depth: 7, l2_leaf_reg: 7, train_mae: 5.277638190954774, val_mae: 33.892857142857146
Model: 105, iterations: 2500, learning_rate: 0.1, depth: 7, l2_leaf_reg: 7, train_mae: 9.758793969849247, val_mae: 41.43571428571428
Model: 105, iterations: 2500, learning_rate: 0.1, depth: 7, l2_leaf_reg: 7, train_mae: 5.934673366834171, val_mae: 44.02857142857143
Model: 106, iterations: 2500, learning_rate: 0.1, depth: 9, l2_leaf_reg: 4, train_mae: 4.673366834170854, val_mae: 20.492857142857144
Model: 106, iterations: 2500, learning_rate: 0.1, depth: 9, l2_leaf_reg: 4, train_mae: 6.168341708542713, val_mae: 11.321428571428571
Model: 106, iterations: 2500, learning_rate: 0.1, depth: 9, l2_leaf_reg: 4, train_mae: 5.902010050251256, val_mae: 14.978571428571428
Model: 106, iterations: 2500, learning_rate: 0.1, depth: 9, l2_leaf_reg: 4, train_mae: 4.673366834170854, val_mae: 35.35
Model: 106, iterations: 2500, learning_rate: 0.1, depth: 9, l2_leaf_reg: 4, train_mae: 9.920854271356784, val_mae: 38.59285714285714
Model: 106, iterations: 2500, learning_rate: 0.1, depth: 9, l2_leaf_reg: 4, train_mae: 5.646984924623116, val_mae: 53.66428571428571
Model: 107, iterations: 2500, learning_rate: 0.1, depth: 9, l2_leaf_reg: 5, train_mae: 4.540201005025126, val_mae: 25.507142857142856
Model: 107, iterations: 2500, learning_rate: 0.1, depth: 9, l2_leaf_reg: 5, train_mae: 6.763819095477387, val_mae: 9.8
Model: 107, iterations: 2500, learning_rate: 0.1, depth: 9, l2_leaf_reg: 5, train_mae: 5.238693467336684, val_mae: 12.607142857142858
Model: 107, iterations: 2500, learning_rate: 0.1, depth: 9, l2_leaf_reg: 5, train_mae: 4.623115577889447, val_mae: 34.26428571428571
Model: 107, iterations: 2500, learning_rate: 0.1, depth: 9, l2_leaf_reg: 5, train_mae: 8.991206030150753, val_mae: 41.58571428571429
Model: 107, iterations: 2500, learning_rate: 0.1, depth: 9, l2_leaf_reg: 5, train_mae: 5.453517587939698, val_mae: 58.392857142857146
Model: 108, iterations: 2500, learning_rate: 0.1, depth: 9, l2_leaf_reg: 7, train_mae: 5.133165829145729, val_mae: 22.292857142857144
Model: 108, iterations: 2500, learning_rate: 0.1, depth: 9, l2_leaf_reg: 7, train_mae: 7.523869346733668, val_mae: 12.571428571428571
Model: 108, iterations: 2500, learning_rate: 0.1, depth: 9, l2_leaf_reg: 7, train_mae: 5.243718592964824, val_mae: 13.128571428571428
Model: 108, iterations: 2500, learning_rate: 0.1, depth: 9, l2_leaf_reg: 7, train_mae: 5.739949748743719, val_mae: 36.114285714285714
Model: 108, iterations: 2500, learning_rate: 0.1, depth: 9, l2_leaf_reg: 7, train_mae: 8.760050251256281, val_mae: 43.357142857142854
Model: 108, iterations: 2500, learning_rate: 0.1, depth: 9, l2_leaf_reg: 7, train_mae: 5.521356783919598, val_mae: 60.74285714285714
